id,"product-live-url","product-image","offer-price","original-price","product-charge","discount","product-name","product-badge"
107,"https://www.joyalukkas.in/gleam-gold-women-earring-ds1100172791.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172791_1.jpg?tr=w-360","₹24,582","₹27,140","on Making Charges","50% Off","Gleam Gold Women Earring",
108,"https://www.joyalukkas.in/starlight-elegance-gold-ring-tc1500213531.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1500213531_1.jpg?tr=w-360","₹42,545","₹47,430","on Making Charges","50% Off","Starlight Elegance Gold Ring",
109,"https://www.joyalukkas.in/shimmering-gold-women-ring-ds1500133112.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1500133112_1.jpg?tr=w-360","₹16,617","₹18,433","on Making Charges","50% Off","Shimmering Gold Women Ring","Express Delivery"
110,"https://www.joyalukkas.in/radiant-blue-starlight-necklace-tc1400089343.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1400089343_1.jpg?tr=w-360","₹68,885","₹76,749","on Making Charges","50% Off","Radiant Blue Starlight Necklace",
111,"https://www.joyalukkas.in/starlight-elegance-gold-earring-tc1100141173.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1100141173_1.jpg?tr=w-360","₹36,180","₹40,331","on Making Charges","50% Off","Starlight Elegance Gold Earring","Express Delivery"
112,"https://www.joyalukkas.in/celestial-ball-charm-bracelet-tc1700067558.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1700067558_1.jpg?tr=w-360","₹43,200","₹48,159","on Making Charges","50% Off","Celestial Ball Charm Bracelet",
113,"https://www.joyalukkas.in/blossom-gold-women-earring-ds1100172772.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172772_1.jpg?tr=w-360","₹90,748","₹100,560","on Making Charges","50% Off","Blossom Gold Women Earring",
114,"https://www.joyalukkas.in/gleaming-gold-women-earring-ds1100172795.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172795_1.jpg?tr=w-360","₹35,249","₹39,106","on Making Charges","50% Off","Gleaming Gold Women Earring","Express Delivery"
115,"https://www.joyalukkas.in/round-gold-women-bracelet-ds1700041225.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1700041225_1.jpg?tr=w-360","₹56,764","₹63,052","on Making Charges","50% Off","Round Gold Women Bracelet","Express Delivery"
116,"https://www.joyalukkas.in/glitter-gold-women-earring-ds1100172786.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172786_1.jpg?tr=w-360","₹20,761","₹22,993","on Making Charges","50% Off","Glitter Gold Women Earring",
117,"https://www.joyalukkas.in/geometrical-gold-women-earring-ds1100172796.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172796_1.jpg?tr=w-360","₹44,316","₹49,204","on Making Charges","50% Off","Geometrical Gold Women Earring","New"
118,"https://www.joyalukkas.in/star-gold-radiance-necklace-tc1400089344.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1400089344_1.jpg?tr=w-360","₹71,795","₹79,866","on Making Charges","50% Off","Star Gold  Radiance Necklace",
119,"https://www.joyalukkas.in/floral-gala-golden-earring-tc1100141172.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1100141172_1.jpg?tr=w-360","₹66,335","₹73,953","on Making Charges","50% Off","Floral Gala Golden Earring",
120,"https://www.joyalukkas.in/starlight-elegance-gold-bracelet-tc1700067556.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1700067556_1.jpg?tr=w-360","₹41,679","₹46,464","on Making Charges","50% Off","Starlight Elegance Gold Bracelet","Express Delivery"
121,"https://www.joyalukkas.in/fancy-gold-women-earring-ds1100172769.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172769_1.jpg?tr=w-360","₹79,531","₹88,215","on Making Charges","50% Off","Fancy Gold Women Earring",
122,"https://www.joyalukkas.in/butterfly-gold-women-bracelet-ds1700041215.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1700041215_1.jpg?tr=w-360","₹37,174","₹41,251","on Making Charges","50% Off","Butterfly Gold Women Bracelet","New"
123,"https://www.joyalukkas.in/glisten-gold-women-earring-ds1100172788.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100172788_1.jpg?tr=w-360","₹20,885","₹23,122","on Making Charges","50% Off","Glisten Gold Women Earring","Express Delivery"
124,"https://www.joyalukkas.in/ornate-orb-gold-earring-tc1100141171.html","https://cdn.joyalukkas.in/media/catalog/product/t/c/tc1100141171_1.jpg?tr=w-360","₹61,816","₹68,920","on Making Charges","50% Off","Ornate Orb Gold Earring",
125,"https://www.joyalukkas.in/timeless-grace-classical-jhumka-ds1100149047.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149047_1.jpg?tr=w-360","₹66,615","₹73,689","on Making Charges","50% Off","Timeless Grace Classical Jhumka","Express Delivery"
126,"https://www.joyalukkas.in/timeless-grace-gold-jhumka-ds1100149052.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149052_1.jpg?tr=w-360","₹127,888","₹141,395","on Making Charges","50% Off","Timeless Grace Gold Jhumka",
127,"https://www.joyalukkas.in/golden-heritage-jhumka-ds1100149053.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149053_1.jpg?tr=w-360","₹107,748","₹119,144","on Making Charges","50% Off","Golden Heritage Jhumka","New"
128,"https://www.joyalukkas.in/golden-lakshmi-radiance-jhumka-ds1100149048.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149048_1.jpg?tr=w-360","₹86,129","₹95,293","on Making Charges","50% Off","Golden Lakshmi Radiance Jhumka",
129,"https://www.joyalukkas.in/antique-glamour-golden-jhumka-ds1100149046.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149046_1.jpg?tr=w-360","₹134,103","₹148,377","on Making Charges","50% Off","Antique Glamour Golden Jhumka",
130,"https://www.joyalukkas.in/lakshmis-feathered-elegance-gold-jhumkas-ds1100179595.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179595_1.jpg?tr=w-360","₹110,551","₹121,778","on Making Charges","50% Off","Lakshmi’s Feathered Elegance Gold Jhumkas","Express Delivery"
131,"https://www.joyalukkas.in/regal-lakshmi-leaf-gold-jhumkas-ds1100179594.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179594_1.jpg?tr=w-360","₹93,920","₹103,514","on Making Charges","50% Off","Regal Lakshmi Leaf Gold Jhumkas",
132,"https://www.joyalukkas.in/luxuriant-paisley-gold-jhumkas-ds1100179593.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179593_1.jpg?tr=w-360","₹124,554","₹137,252","on Making Charges","50% Off","Luxuriant Paisley Gold Jhumkas","New"
133,"https://www.joyalukkas.in/golden-jhumka-chanbali-fusion-ds1100142968.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100142968_1_4.jpg?tr=w-360","₹289,039","₹319,969","on Making Charges","50% Off","Golden Jhumka Chanbali Fusion",
134,"https://www.joyalukkas.in/divine-lakshmi-elegance-jhumka-ds1100149050.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100149050_1.jpg?tr=w-360","₹121,539","₹134,412","on Making Charges","50% Off","Divine Lakshmi Elegance Jhumka","Express Delivery"
135,"https://www.joyalukkas.in/opulent-lakshmi-leaf-gold-jhumkas-ds1100179596.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179596_1.jpg?tr=w-360","₹94,255","₹103,849","on Making Charges","50% Off","Opulent Lakshmi & Leaf Gold Jhumkas",
136,"https://www.joyalukkas.in/divine-blossom-gold-jhumkas-ds1100179598.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179598_1.jpg?tr=w-360","₹92,768","₹102,190","on Making Charges","50% Off","Divine Blossom Gold Jhumkas",
137,"https://www.joyalukkas.in/noble-floral-paisley-gold-jhumkas-ds1100179599.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179599_1.jpg?tr=w-360","₹93,581","₹103,132","on Making Charges","50% Off","Noble Floral Paisley Gold Jhumkas","New"
138,"https://www.joyalukkas.in/classic-bloom-radiance-gold-jhumkas-ds1100179604.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1100179604_1.jpg?tr=w-360","₹81,931","₹90,294","on Making Charges","50% Off","Classic Bloom Radiance Gold Jhumkas","New"
139,"https://www.joyalukkas.in/round-criss-cross-designer-mens-gold-ring-ds1500027739.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1500027739_1.jpg?tr=w-360","₹48,993","₹55,198","on Making Charges","50% Off","Round Criss Cross Designer Mens Gold Ring",
140,"https://www.joyalukkas.in/gold-kathakali-stud-earrings-tm11035068.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11035068_1.jpg?tr=w-360","₹52,231","₹57,747","on Making Charges","50% Off","Gold Kathakali Stud Earrings","Express Delivery"
141,"https://www.joyalukkas.in/gold-floral-stud-earring-bm11001862.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11001862_1_1.jpg?tr=w-360","₹32,634","₹35,867","on Making Charges","50% Off","Gold Floral Stud Earrings","Express Delivery"
142,"https://www.joyalukkas.in/gold-heart-stud-earring-bm11000467.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11000467_1_1.jpg?tr=w-360","₹27,832","₹30,591","on Making Charges","50% Off","Gold Heart Stud Earrings","Express Delivery"
143,"https://www.joyalukkas.in/gold-floral-stud-earring-bm11005260.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11005260_1.jpg?tr=w-360","₹26,719","₹28,812","on Making Charges","50% Off","Gold Floral Stud Earrings","Express Delivery"
144,"https://www.joyalukkas.in/gold-leaf-drop-earring-bm11001317.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11001317_1_1.jpg?tr=w-360","₹11,657","₹12,570","on Making Charges","50% Off","Gold Leaf Drop Earrings","Express Delivery"
145,"https://www.joyalukkas.in/gold-floral-earrings-bm11083263.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083263_1_1.jpg?tr=w-360","₹37,026","₹40,973","on Making Charges","50% Off","Gold Floral Earrings","Express Delivery"
146,"https://www.joyalukkas.in/gold-sunflower-stud-earrings-bm11005186.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11005186_1_1.jpg?tr=w-360","₹26,048","₹28,614","on Making Charges","50% Off","Gold Sunflower Stud Earrings","Express Delivery"
147,"https://www.joyalukkas.in/delicate-leaf-petal-gold-ring-mz15061907.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15061907_1.jpg?tr=w-360","₹8,498","₹9,574","on Making Charges","50% Off","Delicate Leaf Petal Gold Ring","Express Delivery"
148,"https://www.joyalukkas.in/gold-rose-studs-bm11083264.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083264_1_1.jpg?tr=w-360","₹58,260","₹64,478","on Making Charges","50% Off","Gold Rose Studs","Express Delivery"
149,"https://www.joyalukkas.in/exotic-designer-platinum-ring-eppr02636.html","https://cdn.joyalukkas.in/media/catalog/product/e/p/eppr02636_1_1.jpg?tr=w-360","₹43,229","₹51,611","on Making Charges","50% Off","Exotic Designer Platinum Ring","New"
150,"https://www.joyalukkas.in/republic-day-special-gold-earring-tm11035065.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11035065_1.jpg?tr=w-360","₹48,722","₹53,693","on Making Charges","50% Off","Republic Day Special Gold Earring",
151,"https://www.joyalukkas.in/gold-tulip-leaf-stud-bm11083265.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083265_1_1.jpg?tr=w-360","₹31,523","₹34,880","on Making Charges","50% Off","Gold Tulip Leaf Studs","Express Delivery"
152,"https://www.joyalukkas.in/rough-cut-designer-mens-platinum-ring-eppr02441.html","https://cdn.joyalukkas.in/media/catalog/product/e/p/eppr02441_1.jpg?tr=w-360","₹72,179","₹85,672","on Making Charges","50% Off","Rough Cut Designer Mens Platinum Ring",
153,"https://www.joyalukkas.in/elegant-gold-earring-tm11035066.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11035066_1.jpg?tr=w-360","₹50,364","₹55,720","on Making Charges","50% Off","Elegant Gold Earring",
154,"https://www.joyalukkas.in/delicate-floral-gold-ring-mz15060368.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15060368_1.jpg?tr=w-360","₹8,778","₹9,890","on Making Charges","50% Off","Delicate Floral Gold Ring",
155,"https://www.joyalukkas.in/gold-spiral-floral-stud-earrings-bn11200603.html","https://cdn.joyalukkas.in/media/catalog/product/b/n/bn11200603_1_1.jpg?tr=w-360","₹30,736","₹33,782","on Making Charges","50% Off","Gold Spiral Floral Stud Earrings","Express Delivery"
156,"https://www.joyalukkas.in/elephant-gold-pendant-tm18014142.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm18014142_1.jpg?tr=w-360","₹30,700","₹33,965","on Making Charges","50% Off","Elephant Gold Pendant",
157,"https://www.joyalukkas.in/fabulous-snake-skin-motif-mens-gold-ring-ds1500027767.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1500027767_1.jpg?tr=w-360","₹54,017","₹60,858","on Making Charges","50% Off","Fabulous Snake Skin Motif Mens Gold Ring",
158,"https://www.joyalukkas.in/gold-banana-leaf-dangles-me11221755.html","https://cdn.joyalukkas.in/media/catalog/product/m/e/me11221755_1.jpg?tr=w-360","₹47,350","₹52,384","on Making Charges","50% Off","Gold Banana Leaf Dangles",
159,"https://www.joyalukkas.in/pure-love-gold-ring-mz15060373.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15060373_1.jpg?tr=w-360","₹16,900","₹19,040","on Making Charges","50% Off","Pure Love Gold Ring","Express Delivery"
160,"https://www.joyalukkas.in/gold-palm-tree-studs-tm11035067.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11035067_1_1.jpg?tr=w-360","₹33,158","₹36,641","on Making Charges","50% Off","Gold Palm Tree Studs",
161,"https://www.joyalukkas.in/elegant-teardrop-gold-drop-earrings-mz11047753.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047753_1.jpg?tr=w-360","₹20,823","₹22,389","on Making Charges","50% Off","Elegant Teardrop Gold Drop Earrings","Express Delivery"
162,"https://www.joyalukkas.in/elegant-gold-floral-drop-earrings-mz11047754.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047754_1.jpg?tr=w-360","₹25,571","₹27,536","on Making Charges","50% Off","Elegant Gold Floral Drop Earrings","Express Delivery"
163,"https://www.joyalukkas.in/traditional-gold-chandelier-jhumki-me10008211.html","https://cdn.joyalukkas.in/media/catalog/product/m/e/me10008211_1.jpg?tr=w-360","₹79,772","₹86,021","on Making Charges","50% Off","Traditional Gold Chandelier Jhumki","Express Delivery"
164,"https://www.joyalukkas.in/gold-floral-stud-bm11083268.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083268_1.jpg?tr=w-360","₹27,567","₹30,501","on Making Charges","50% Off","Gold Floral Studs","Express Delivery"
165,"https://www.joyalukkas.in/glamorous-bandy-platinum-ring-fplr00143.html","https://cdn.joyalukkas.in/media/catalog/product/f/p/fplr00143_1_1.jpg?tr=w-360","₹44,304","₹51,128","on Making Charges","50% Off","Glamorous Bandy Platinum Ring","Express Delivery"
166,"https://www.joyalukkas.in/sweet-love-gold-ring-mz15060592.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15060592_1.jpg?tr=w-360","₹11,229","₹12,651","on Making Charges","50% Off","Sweet Love Gold Ring","Express Delivery"
167,"https://www.joyalukkas.in/elegant-gold-sphere-drop-earrings-mz11047756.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047756_1.jpg?tr=w-360","₹32,059","₹34,506","on Making Charges","50% Off","Elegant Gold Sphere Drop Earrings","Express Delivery"
168,"https://www.joyalukkas.in/gold-floral-leaf-studs-bm11083269.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083269_1.jpg?tr=w-360","₹37,379","₹41,344","on Making Charges","50% Off","Gold Floral Leaf Studs","New"
169,"https://www.joyalukkas.in/elegant-gold-floral-drop-earrings-mz11047757.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047757_1.jpg?tr=w-360","₹31,088","₹33,424","on Making Charges","50% Off","Elegant Gold Floral Drop Earrings","Express Delivery"
170,"https://www.joyalukkas.in/duo-strip-perfect-platinum-ring-eppr02552.html","https://cdn.joyalukkas.in/media/catalog/product/e/p/eppr02552_1_1.jpg?tr=w-360","₹44,593","₹53,194","on Making Charges","50% Off","Duo Strip Perfect Platinum Ring",
171,"https://www.joyalukkas.in/lord-ganesh-gold-studs-tm11035071.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11035071_1.jpg?tr=w-360","₹23,496","₹25,983","on Making Charges","50% Off","Lord Ganesh Gold Studs","New"
172,"https://www.joyalukkas.in/elegant-gold-floral-drop-earrings-mz11047758.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047758_1.jpg?tr=w-360","₹25,981","₹28,007","on Making Charges","50% Off","Elegant Gold Floral Drop Earrings","New"
173,"https://www.joyalukkas.in/gold-floral-leaf-stud-bm11083271.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083271_1.jpg?tr=w-360","₹34,609","₹38,297","on Making Charges","50% Off","Gold Floral Leaf Studs",
174,"https://www.joyalukkas.in/elegant-teardrop-gold-drop-earrings-mz11047761.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047761_1.jpg?tr=w-360","₹22,093","₹23,769","on Making Charges","50% Off","Elegant Teardrop Gold Drop Earrings","Express Delivery"
175,"https://www.joyalukkas.in/gold-teardrop-floral-studs-bm11083272.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083272_1.jpg?tr=w-360","₹34,132","₹37,730","on Making Charges","50% Off","Gold Teardrop Floral Studs","Express Delivery"
176,"https://www.joyalukkas.in/frail-leaflet-gold-ring-mz15061921.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15061921_1.jpg?tr=w-360","₹16,392","₹18,468","on Making Charges","50% Off","Frail Leaflet Gold Ring",
177,"https://www.joyalukkas.in/gold-floral-duster-drop-earrings-mz11047762.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047762_1.jpg?tr=w-360","₹28,636","₹30,733","on Making Charges","50% Off","Gold Floral Duster Drop Earrings","New"
178,"https://www.joyalukkas.in/gold-floral-studs-bm11083273.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083273_1.jpg?tr=w-360","₹31,037","₹34,347","on Making Charges","50% Off","Gold Floral Studs",
179,"https://www.joyalukkas.in/gold-floral-leaf-stud-bm11083274.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083274_1.jpg?tr=w-360","₹33,835","₹37,440","on Making Charges","50% Off","Gold Floral Leaf Studs","Express Delivery"
180,"https://www.joyalukkas.in/gold-conical-stud-earrings-bm11009102.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11009102_1_1.jpg?tr=w-360","₹23,446","₹25,480","on Making Charges","50% Off","Gold Conical Stud Earrings",
181,"https://www.joyalukkas.in/curvy-sleek-designer-platinum-ring-eplr03171.html","https://cdn.joyalukkas.in/media/catalog/product/e/p/eplr03171_1_1.jpg?tr=w-360","₹58,358","₹70,319","on Making Charges","50% Off","Curvy Sleek Designer Platinum Ring",
182,"https://www.joyalukkas.in/enchanting-gold-floral-studs-mz11047777.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047777_1.jpg?tr=w-360","₹31,102","₹33,494","on Making Charges","50% Off","Enchanting Gold Floral Studs","Express Delivery"
183,"https://www.joyalukkas.in/gold-floral-earrings-bm11083275.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083275_1_1.jpg?tr=w-360","₹29,838","₹33,015","on Making Charges","50% Off","Gold Floral Earrings","Express Delivery"
184,"https://www.joyalukkas.in/gold-semi-wheel-stud-earrings-bm11009118.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11009118_1_1.jpg?tr=w-360","₹32,295","₹35,097","on Making Charges","50% Off","Gold Semi Wheel Stud Earrings","Express Delivery"
185,"https://www.joyalukkas.in/enchanting-gold-leaf-studs-mz11047798.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047798_1.jpg?tr=w-360","₹19,193","₹20,647","on Making Charges","50% Off","Enchanting Gold Leaf Studs","Express Delivery"
186,"https://www.joyalukkas.in/gold-floral-leaf-studs-bm11083276.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083276_1.jpg?tr=w-360","₹39,412","₹43,615","on Making Charges","50% Off","Gold Floral Leaf Studs",
187,"https://www.joyalukkas.in/extravagant-leaflet-gold-ring-mz15061944.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15061944_1.jpg?tr=w-360","₹17,521","₹19,740","on Making Charges","50% Off","Extravagant Leaflet Gold Ring","New"
188,"https://www.joyalukkas.in/gold-floral-drop-stud-bm11083277.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083277_1.jpg?tr=w-360","₹53,044","₹58,697","on Making Charges","50% Off","Gold Floral Drop Studs","Express Delivery"
189,"https://www.joyalukkas.in/cross-checkered-gold-ring-ds1500027766.html","https://cdn.joyalukkas.in/media/catalog/product/d/s/ds1500027766_1.jpg?tr=w-360","₹39,996","₹45,061","on Making Charges","50% Off","Cross Checkered Mens Gold Ring",
190,"https://www.joyalukkas.in/enchanting-gold-floral-studs-mz11047802.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047802_1.jpg?tr=w-360","₹24,077","₹25,921","on Making Charges","50% Off","Enchanting Gold Floral Studs","Express Delivery"
191,"https://www.joyalukkas.in/gold-cluster-earring-bm11099472.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11099472_1.jpg?tr=w-360","₹104,153","₹115,725","on Making Charges","50% Off","Gold Cluster Earrings",
192,"https://www.joyalukkas.in/gold-floral-studs-bm11083279.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083279_1.jpg?tr=w-360","₹27,055","₹29,934","on Making Charges","50% Off","Gold Floral Studs","Express Delivery"
193,"https://www.joyalukkas.in/enchanting-gold-floral-studs-mz11047809.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047809_1.jpg?tr=w-360","₹31,049","₹33,446","on Making Charges","50% Off","Enchanting Gold Floral Studs","Express Delivery"
194,"https://www.joyalukkas.in/gold-floral-dangle-earrings-bm11099477.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11099477_1.jpg?tr=w-360","₹65,592","₹72,880","on Making Charges","50% Off","Gold Floral Dangle Earrings","New"
195,"https://www.joyalukkas.in/gold-leaf-stud-bm11083280.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083280_1.jpg?tr=w-360","₹39,159","₹43,325","on Making Charges","50% Off","Gold Leaf Studs","Express Delivery"
196,"https://www.joyalukkas.in/gold-floral-studs-bm11083281.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083281_1.jpg?tr=w-360","₹29,931","₹33,108","on Making Charges","50% Off","Gold Floral Studs","Express Delivery"
197,"https://www.joyalukkas.in/fine-floret-buzzy-gold-ring-mz15061959.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15061959_1.jpg?tr=w-360","₹13,254","₹14,881","on Making Charges","50% Off","Fine Floret Buzzy Gold Ring","Express Delivery"
198,"https://www.joyalukkas.in/gold-floral-studs-bn11128699.html","https://cdn.joyalukkas.in/media/catalog/product/b/n/bn11128699_1.jpg?tr=w-360","₹42,657","₹46,829","on Making Charges","50% Off","Gold Floral Studs","Express Delivery"
199,"https://www.joyalukkas.in/gold-floral-drop-earring-bm11083282.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083282_1.jpg?tr=w-360","₹45,282","₹50,113","on Making Charges","50% Off","Gold Floral Drop Earrings","New"
200,"https://www.joyalukkas.in/enchanting-gold-floral-studs-mz11047839.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047839_1.jpg?tr=w-360","₹27,351","₹29,449","on Making Charges","50% Off","Enchanting Gold Floral Studs","Express Delivery"
201,"https://www.joyalukkas.in/gold-cluster-jhumki-bn11128839.html","https://cdn.joyalukkas.in/media/catalog/product/b/n/bn11128839_1.jpg?tr=w-360","₹68,245","₹74,777","on Making Charges","50% Off","Gold Cluster Jhumki",
202,"https://www.joyalukkas.in/gold-teardrop-floral-studs-bm11083283.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083283_1.jpg?tr=w-360","₹33,134","₹36,664","on Making Charges","50% Off","Gold Teardrop Floral Studs",
203,"https://www.joyalukkas.in/rose-gold-ring-mu1500011126.html","https://cdn.joyalukkas.in/media/catalog/product/m/u/mu1500011126_1.jpg?tr=w-360","₹23,186","₹28,537","on Making Charges","50% Off","Rose Gold Ring","New"
204,"https://www.joyalukkas.in/gold-floral-drop-studs-bm11083284.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083284_1.jpg?tr=w-360","₹53,619","₹59,334","on Making Charges","50% Off","Gold Floral Drop Studs","Express Delivery"
205,"https://www.joyalukkas.in/gold-teardrop-floral-studs-bm11083285.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083285_1.jpg?tr=w-360","₹39,977","₹44,240","on Making Charges","50% Off","Gold Teardrop Floral Studs","Express Delivery"
206,"https://www.joyalukkas.in/enchanting-golden-sunflower-swirl-studs-mz11047846.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz11047846_1_1.jpg?tr=w-360","₹23,026","₹24,796","on Making Charges","50% Off","Enchanting Golden Sunflower Swirl Studs",
207,"https://www.joyalukkas.in/rose-gold-women-ring-mu1500011101.html","https://cdn.joyalukkas.in/media/catalog/product/m/u/mu1500011101_1.jpg?tr=w-360","₹17,853","₹21,973","on Making Charges","50% Off","Rose Gold Ring",
208,"https://www.joyalukkas.in/gold-chandelier-jhumki-bn11160700.html","https://cdn.joyalukkas.in/media/catalog/product/b/n/bn11160700_1_1.jpg?tr=w-360","₹63,117","₹68,593","on Making Charges","50% Off","Gold Chandelier Jhumki","Express Delivery"
209,"https://www.joyalukkas.in/gold-floral-stud-bm11083286.html","https://cdn.joyalukkas.in/media/catalog/product/b/m/bm11083286_1.jpg?tr=w-360","₹44,264","₹48,967","on Making Charges","50% Off","Gold Floral Studs","New"
210,"https://www.joyalukkas.in/relished-crown-single-diamond-ring-kbjtdr0032.html","https://cdn.joyalukkas.in/media/catalog/product/k/b/kbjtdr0032_1.jpg?tr=w-360","₹134,266","₹141,447","on Making Charges","50% Off","Relished Crown Single Diamond Ring",
211,"https://www.joyalukkas.in/gold-floral-leaf-earring-tm11025348.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11025348_1.jpg?tr=w-360","₹42,258","₹46,662","on Making Charges","50% Off","Gold Floral Leaf Earring","New"
212,"https://www.joyalukkas.in/spring-blooming-flower-gold-ring-mz15062354.html","https://cdn.joyalukkas.in/media/catalog/product/m/z/mz15062354_1.jpg?tr=w-360","₹13,224","₹14,899","on Making Charges","50% Off","Spring Blooming Flower Gold Ring",
213,"https://www.joyalukkas.in/gold-floral-leaf-earring-tm11025349.html","https://cdn.joyalukkas.in/media/catalog/product/t/m/tm11025349_1.jpg?tr=w-360","₹42,216","₹46,615","on Making Charges","50% Off","Gold Floral Leaf Earring","Express Delivery"
214,"https://www.joyalukkas.in/gold-floral-cluster-jhumki-bn11161687.html","https://cdn.joyalukkas.in/media/catalog/product/b/n/bn11161687_1_1.jpg?tr=w-360","₹52,252","₹56,725","on Making Charges","50% Off","Gold Floral Cluster Jhumki","Express Delivery"
