id,"product_img","product-name","product-name href","new-price","WebRupee","btn","tah-vc-icon src","offer","bvideo-icon2 href","bvideo-icon2"
135,,"The Lipaz J Hoop Dangler Earrings","https://www.bluestone.com/earrings/the-lipaz-j-hoop-dangler-earrings~78035.html?impEvent=browseclick&posEvent=135&sortbyEvent=mostpopular&tagEvent=","75,245","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
136,"https://kinclimg5.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVZR0759R12_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-54228.png","The Tyrion Band For Her","https://www.bluestone.com/rings/the-tyrion-band-for-her~77443.html?impEvent=browseclick&posEvent=136&sortbyEvent=mostpopular&tagEvent=","59,080","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
137,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BINK0134R15_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-21805.png","The Guardian Om Ring","https://www.bluestone.com/rings/the-guardian-om-ring~17867.html?impEvent=browseclick&posEvent=137&sortbyEvent=mostpopular&tagEvent=","48,190","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
138,"https://kinclimg5.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIMG0068N11_YAA22XXXXXXXXXXXX_ABCD00-PICS-00003-1024-26451.png","The Careen Axis Necklace","https://www.bluestone.com/necklaces/the-careen-axis-necklace~6198.html?impEvent=browseclick&posEvent=138&sortbyEvent=mostpopular&tagEvent=","98,123","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
139,"https://kinclimg2.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIID0479R14_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-33423.png","The Karrae Ring","https://www.bluestone.com/rings/the-karrae-ring~41684.html?impEvent=browseclick&posEvent=139&sortbyEvent=mostpopular&tagEvent=","67,027","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
140,,"The Gilles Hoop For Him","https://www.bluestone.com/earrings/the-gilles-hoop-for-him~89040.html?impEvent=browseclick&posEvent=140&sortbyEvent=mostpopular&tagEvent=","19,984","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
141,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIJS0753S06_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-54571.png","The Jason Stud For Him","https://www.bluestone.com/earrings/the-jason-stud-for-him~78722.html?impEvent=browseclick&posEvent=141&sortbyEvent=mostpopular&tagEvent=","11,782","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
142,"https://kinclimg4.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISL0835R66_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-61672.png","The Efficacy Ring","https://www.bluestone.com/rings/the-efficacy-ring~87545.html?impEvent=browseclick&posEvent=142&sortbyEvent=mostpopular&tagEvent=","37,028","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
143,"https://kinclimg3.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BINS0639R04_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-47587.png","The Odeta Ring","https://www.bluestone.com/rings/the-odeta-ring~64390.html?impEvent=browseclick&posEvent=143&sortbyEvent=mostpopular&tagEvent=","26,628","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
144,"https://kinclimg7.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISM0042S05_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-73498.png","The Peacock Vivacity Stud Earrings","https://www.bluestone.com/earrings/the-peacock-vivacity-stud-earrings~8412.html?impEvent=browseclick&posEvent=144&sortbyEvent=mostpopular&tagEvent=","48,788","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
145,"https://kinclimg3.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIMG0068D06_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-9145.png","The Fenced Axis Earrings","https://www.bluestone.com/earrings/the-fenced-axis-earrings~6200.html?impEvent=browseclick&posEvent=145&sortbyEvent=mostpopular&tagEvent=","69,994","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
146,"https://kinclimg4.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BINK0315R13_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-10125.png","The Magnifera Ring","https://www.bluestone.com/rings/the-magnifera-ring~19034.html?impEvent=browseclick&posEvent=146&sortbyEvent=mostpopular&tagEvent=","71,244","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
147,"https://kinclimg3.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISL0835V63_YAA22XXXXXXXXXXXX_ABCD00-PICS-00000-1024-61721.png","The Unify Toggle Bracelet","https://www.bluestone.com/bracelets/the-unify-toggle-bracelet~90411.html?impEvent=browseclick&posEvent=147&sortbyEvent=mostpopular&tagEvent=","92,759","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
148,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BICS0001R03_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-1688.jpg","The Soulmate Ring For Him","https://www.bluestone.com/rings/the-soulmate-ring-for-him~2961.html?impEvent=browseclick&posEvent=148&sortbyEvent=mostpopular&tagEvent=","1,81,642","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
149,,"The Kailasha Pendant","https://www.bluestone.com/pendants/the-kailasha-pendant~75360.html?impEvent=browseclick&posEvent=149&sortbyEvent=mostpopular&tagEvent=","47,560","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
150,"https://kinclimg6.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIVS0071H31_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-58099.png","The Felicite Earring For Him","https://www.bluestone.com/earrings/the-felicite-earring-for-him~6137.html?impEvent=browseclick&posEvent=150&sortbyEvent=mostpopular&tagEvent=","46,829","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
151,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIAB0045R22_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-10788.png","The Ganesha Benevolence Ring","https://www.bluestone.com/rings/the-ganesha-benevolence-ring~3804.html?impEvent=browseclick&posEvent=151&sortbyEvent=mostpopular&tagEvent=","53,449","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges",,
152,"https://kinclimg3.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIJP0630R213_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-50615.png","The Miyuki Ring","https://www.bluestone.com/rings/the-miyuki-ring~71835.html?impEvent=browseclick&posEvent=152&sortbyEvent=mostpopular&tagEvent=","15,343","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
153,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIAV0835U50_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-85321.png","The Winona Watch Band","https://www.bluestone.com/watch+accessory/the-winona-watch-band~88379.html?impEvent=browseclick&posEvent=153&sortbyEvent=mostpopular&tagEvent=","18,673","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
154,,"The Tyrion Band For Him","https://www.bluestone.com/rings/the-tyrion-band-for-him~77440.html?impEvent=browseclick&posEvent=154&sortbyEvent=mostpopular&tagEvent=","80,959","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
155,"https://kinclimg7.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIRS0660R58_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-51013.png","The Brian Ring","https://www.bluestone.com/rings/the-brian-ring~72700.html?impEvent=browseclick&posEvent=155&sortbyEvent=mostpopular&tagEvent=","54,681","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
156,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIPB0539S22_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-78568.png","The White Frangipani Stud Earrings","https://www.bluestone.com/earrings/the-white-frangipani-stud-earrings~54978.html?impEvent=browseclick&posEvent=156&sortbyEvent=mostpopular&tagEvent=","40,683","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
157,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVRG0536P01_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-35924.png","The Fabiola Pendant","https://www.bluestone.com/pendants/the-fabiola-pendant~44335.html?impEvent=browseclick&posEvent=157&sortbyEvent=mostpopular&tagEvent=","44,945","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
158,"https://kinclimg5.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIVT0037V09_YAA22XXXXXXXXXXXX_ABCD00-PICS-00000-1024-10810.png","The Velmma Bracelet","https://www.bluestone.com/bracelets/the-velmma-bracelet~3403.html?impEvent=browseclick&posEvent=158&sortbyEvent=mostpopular&tagEvent=","93,830","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
159,,"The Tasha Ring","https://www.bluestone.com/rings/the-tasha-ring~51935.html?impEvent=browseclick&posEvent=159&sortbyEvent=mostpopular&tagEvent=","37,812","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
160,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISP0311D03_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-11026.png","The Saara Drop Earrings","https://www.bluestone.com/earrings/the-saara-drop-earrings~19729.html?impEvent=browseclick&posEvent=160&sortbyEvent=mostpopular&tagEvent=","65,105","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
161,"https://kinclimg6.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVOR0051B034_YAA22XXXXXXXXXXXX_ABCD00-PICS-00002-1024-26579.png","The Speckled Etch Bangles","https://www.bluestone.com/bangles/the-speckled-etch-bangles~5861.html?impEvent=browseclick&posEvent=161&sortbyEvent=mostpopular&tagEvent=","1,46,870","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
162,"https://kinclimg9.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVMS0001C07_YAA22XXXXXXXXXXXX_ABCD00-PICS-00000-1024-36789.png","The Microbead Mangalsutra Single Line Full Chain","https://www.bluestone.com/mangalsutra+chains/the-microbead-mangalsutra-single-line-full-chain~45385.html?impEvent=browseclick&posEvent=162&sortbyEvent=mostpopular&tagEvent=","37,621","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges",,
163,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVRG0536S18_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-75324.png","The Cecil Stud Earrings","https://www.bluestone.com/earrings/the-cecil-stud-earrings~44319.html?impEvent=browseclick&posEvent=163&sortbyEvent=mostpopular&tagEvent=","42,147","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
164,"https://kinclimg3.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVCK0530C09_YAA22XXXXXXXXXXXX_ABCD00-PICS-00003-1024-35207.png","The Kaylee Gold Chain","https://www.bluestone.com/chains/the-kaylee-gold-chain~43600.html?impEvent=browseclick&posEvent=164&sortbyEvent=mostpopular&tagEvent=","74,373","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges",,
165,"https://kinclimg9.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISM0043S02_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-21853.png","The Lovely Bow Earrings For Kids","https://www.bluestone.com/earrings/the-lovely-bow-earrings-for-kids~5288.html?impEvent=browseclick&posEvent=165&sortbyEvent=mostpopular&tagEvent=","26,697","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
166,"https://kinclimg0.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISA0278R16_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-5820.png","The Evershine Ring","https://www.bluestone.com/rings/the-evershine-ring~15749.html?impEvent=browseclick&posEvent=166&sortbyEvent=mostpopular&tagEvent=","54,361","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
167,"https://kinclimg0.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISM0064N26_YAA22XXXXXXXXXXXX_ABCD00-PICS-00003-1024-26605.png","The Viswaroopini Necklace","https://www.bluestone.com/necklaces/the-viswaroopini-necklace~6182.html?impEvent=browseclick&posEvent=167&sortbyEvent=mostpopular&tagEvent=","1,69,629","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
168,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIPM0018B04_YAA22XXXXXXXXXXXX_ABCD00-PICS-00002-1024-7905.png","The Natalie Bangle","https://www.bluestone.com/bangles/the-natalie-bangle~1747.html?impEvent=browseclick&posEvent=168&sortbyEvent=mostpopular&tagEvent=","3,07,947","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
169,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BINS0669O06_YAA22XXXXXXXXXXXX_ABCD00-PICS-00002-1024-50887.png","The Sage Oval Bangle","https://www.bluestone.com/bangles/the-sage-oval-bangle~72123.html?impEvent=browseclick&posEvent=169&sortbyEvent=mostpopular&tagEvent=","65,263","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
170,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISM0042R03_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-15756.png","The Blossoming Beauty Ring","https://www.bluestone.com/rings/the-blossoming-beauty-ring~3786.html?impEvent=browseclick&posEvent=170&sortbyEvent=mostpopular&tagEvent=","53,872","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
171,"https://kinclimg7.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISA0278R18_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-5386.png","The Love Song Ring","https://www.bluestone.com/rings/the-love-song-ring~15606.html?impEvent=browseclick&posEvent=171&sortbyEvent=mostpopular&tagEvent=","51,277","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
172,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BINS0804O08_YAA22XXXXXXXXXXXX_ABCD00-PICS-00002-1024-64489.png","The Ganiru Oval Bangle","https://www.bluestone.com/bangles/the-ganiru-oval-bangle~91266.html?impEvent=browseclick&posEvent=172&sortbyEvent=mostpopular&tagEvent=","1,34,036","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
173,,"The Cedric Band For Him","https://www.bluestone.com/rings/the-cedric-band-for-him~77651.html?impEvent=browseclick&posEvent=173&sortbyEvent=mostpopular&tagEvent=","84,568","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
174,"https://kinclimg1.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISS0388R49_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-26835.png","The Misar Ring","https://www.bluestone.com/rings/the-misar-ring~34360.html?impEvent=browseclick&posEvent=174&sortbyEvent=mostpopular&tagEvent=","38,687","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
175,"https://kinclimg2.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIVT0053S05_YAA22XXXXXXXXXXXX_ABCD00-PICS-00004-1024-73796.png","The Rujula Earrings","https://www.bluestone.com/earrings/the-rujula-earrings~4400.html?impEvent=browseclick&posEvent=175&sortbyEvent=mostpopular&tagEvent=","30,054","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
176,"https://kinclimg4.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BIVS0025R13_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-21877.png","The Undaunted Ruler Ring","https://www.bluestone.com/rings/the-undaunted-ruler-ring~2784.html?impEvent=browseclick&posEvent=176&sortbyEvent=mostpopular&tagEvent=","91,188","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
177,"https://kinclimg8.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BVCC0611C08_YAA22XXXXXXXXXXXX_ABCD00-PICS-00003-1024-44621.png","The Navaya Gold Chain","https://www.bluestone.com/chains/the-navaya-gold-chain~59378.html?impEvent=browseclick&posEvent=177&sortbyEvent=mostpopular&tagEvent=","62,936","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges",,
178,,"The Ganapati Pendant","https://www.bluestone.com/pendants/the-ganapati-pendant~2881.html?impEvent=browseclick&posEvent=178&sortbyEvent=mostpopular&tagEvent=","39,347","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
179,"https://kinclimg4.bluestone.com/f_webp,c_scale,w_1024,b_rgb:f0f0f0/giproduct/BISU0513R13_YAA22XXXXXXXXXXXX_ABCD00-PICS-00001-1024-41368.png","The Gracealice Ring","https://www.bluestone.com/rings/the-gracealice-ring~51941.html?impEvent=browseclick&posEvent=179&sortbyEvent=mostpopular&tagEvent=","29,988","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
180,,"The Braelyn Ring","https://www.bluestone.com/rings/the-braelyn-ring~34641.html?impEvent=browseclick&posEvent=180&sortbyEvent=mostpopular&tagEvent=","52,788","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
181,,"The Cierre Studs Earrings","https://www.bluestone.com/earrings/the-cierre-studs-earrings~44323.html?impEvent=browseclick&posEvent=181&sortbyEvent=mostpopular&tagEvent=","75,899","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
182,,"The Dayita Gold Bangle","https://www.bluestone.com/bangles/the-dayita-gold-bangle~79372.html?impEvent=browseclick&posEvent=182&sortbyEvent=mostpopular&tagEvent=","2,15,964","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
183,,"The Hrutvi Stud Earrings","https://www.bluestone.com/earrings/the-hrutvi-stud-earrings~71797.html?impEvent=browseclick&posEvent=183&sortbyEvent=mostpopular&tagEvent=","45,960","Rs.","Book Video Call","https://kinclimg8.bluestone.com/f_webp/static/resources/themes/bluestone/images/new/static/tah/video-call-icon.png","Upto 15% off on Making Charges","https://www.bluestone.com/jewellery/filter/22k-only+metal.html#bvideo-fancybox","Play Video"
